CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
josehernancortesberumen,José Hernán Cortés Berúmen,Diputado Propietario,PAN,17/04/1976, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
josehugocabreraruiz,José Hugo Cabrera Ruiz,Diputado Propietario,PRI,21/06/1965, Querétaro ,Mayoría Relativa, Querétaro Distrito: 1 (Cadereyta de Montes) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
joseignaciopichardolechuga,José Ignacio Pichardo Lechuga,Diputado Propietario,PRI,08/09/1966, México ,Mayoría Relativa, México Distrito: 23 (Valle de Bravo) ,Pasante/Licenciatura trunca,Comunicación,LXIII,29/08/2015,31/08/2018
joseluisorozcosanchezaldana,José Luis Orozco Sánchez Aldana,Diputado Propietario,PRI,10/01/1966, Jalisco ,Mayoría Relativa, Jalisco Distrito: 19 (Ciudad Guzmán) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
joseluissaenzsoto,José Luis Sáenz Soto,Diputado Propietario,PRI,05/03/1970, Veracruz ,Mayoría Relativa, Veracruz Distrito: 14 (Minatitlán) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
josemaximogarcialopez,José Máximo García López,Diputado Propietario,PAN,12/11/1971, Baja California ,Mayoría Relativa, Baja California Distrito: 5 (Tijuana) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
joserefugiosandovalrodriguez,José Refugio Sandoval Rodríguez,Diputado Propietario,PVEM,24/11/1979, Coahuila ,Mayoría Relativa, Coahuila Distrito: 6 (Torreón) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
joseteodorobarrazalopez,José Teodoro Barraza López,Diputado Propietario,PAN,30/04/1960, Sinaloa ,Representación Proporcional, Baja California Circunscripción: Primera ,Pasante/Licenciatura trunca,Administración y contaduría,LXIII,29/08/2015,31/08/2018
josedejesuszambranogrijalva,José de Jesús Zambrano Grijalva,Diputado Propietario,PRD,01/10/1953, Sonora ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
josedelpilarcordovahernandez,José del Pilar Córdova Hernández,Diputado Propietario,PRI,12/10/1959, Tabasco ,Mayoría Relativa, Tabasco Distrito: 6 (Villahermosa) ,Preparatoria,,LXIII,29/08/2015,31/08/2018
juanalbertoblancozaldivar,Juan Alberto Blanco Zaldívar,Diputado Propietario,PAN,04/12/1960, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 6 (Chihuahua) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
juanantonioixtlahuacorihuela,Juan Antonio Ixtláhuac Orihuela,Diputado Propietario,PRI,19/07/1980, Michoacán ,Mayoría Relativa, Michoacán Distrito: 3 (Heróica Zitácuaro) ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
juanantoniomelendezortega,Juan Antonio Meléndez Ortega,Diputado Propietario,PRI,07/04/1971, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 5 (Delicias) ,Secundaria,,LXIII,29/08/2015,31/08/2018
juancarlosruizgarcia,Juan Carlos Ruíz García,Diputado Propietario,PAN,28/02/1967, Distrito Federal ,Mayoría Relativa, Nuevo León Distrito: 10 (Monterrey) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
juancorralmier,Juan Corral Mier,Diputado Propietario,PAN,06/09/1969, Tlaxcala ,Representación Proporcional, Tlaxcala Circunscripción: Cuarta ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
juanmanuelcavazosbalderas,Juan Manuel Cavazos Balderas,Diputado Propietario,PRI,27/11/1980, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 2 (Apodaca) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
juanpablopiñakurczyn,Juan Pablo Piña Kurczyn,Diputado Propietario,PAN,19/01/1980, Puebla ,Mayoría Relativa, Puebla Distrito: 3 (Teziutlán) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
juanromerotenorio,Juan Romero Tenorio,Diputado Propietario,Morena,24/06/1963, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 2 (Gustavo A. Madero) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
juanaauroracavazoscavazos,Juana Aurora Cavazos Cavazos,Diputada Propietario,PRI,07/03/1956, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 3 (General Escobedo) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
juliosaldañamoran,Julio Saldaña Morán,Diputado Propietario,PRD,27/08/1961, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
juliannazarmorales,Julián Nazar Morales,Diputado Propietario,PRI,26/04/1955, Chiapas ,Mayoría Relativa, Chiapas Distrito: 10 (Villaflores) ,Profesor Normalista,,LXIII,29/08/2015,31/08/2018
karinapadillaavila,Karina Padilla Ávila,Diputada Propietario,PAN,27/10/1976, Distrito Federal ,Mayoría Relativa, Guanajuato Distrito: 8 (Salamanca) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
karinasanchezruiz,Karina Sánchez Ruiz,Diputada Propietario,Panal,31/12/1981, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
karlakarinaosunacarranco,Karla Karina Osuna Carranco,Diputada Propietario,PAN,04/10/1983, Coahuila ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
kathiamariaboliopinelo,Kathia María Bolio Pinelo,Diputada Propietario,PAN,13/12/1977, Yucatán ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
laurabeatrizesquivelvaldes,Laura Beatriz Esquivel Valdés,Diputada Propietario,Morena,30/09/1950, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
lauramitzibarrientoscano,Laura Mitzi Barrientos Cano,Diputada Propietario,PRI,25/06/1969, México ,Mayoría Relativa, México Distrito: 26 (Toluca de Lerdo) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
lauranereidaplascenciapacheco,Laura Nereida Plascencia Pacheco,Diputada Propietario,MC,31/12/1986, Jalisco ,Mayoría Relativa, Jalisco Distrito: 7 (Tonalá) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
lauravaleriaguzmanvazquez,Laura Valeria Guzmán Vázquez,Diputada Propietario,PRI,23/09/1986, Jalisco ,Mayoría Relativa, Jalisco Distrito: 4 (Zapopan) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
leonardoamadorrodriguez,Leonardo Amador Rodríguez,Diputado Propietario,PRD,25/04/1957, Veracruz ,Mayoría Relativa, Veracruz Distrito: 5 (Poza Rica de Hidalgo) ,Pasante/Licenciatura trunca,Ciencias,LXIII,29/08/2015,31/08/2018
leonardorafaelguiraoaguilar,Leonardo Rafael Guirao Aguilar,Diputado Propietario,PVEM,29/09/1967, Chiapas ,Mayoría Relativa, Chiapas Distrito: 1 (Palenque) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
leonelgerardocorderolerma,Leonel Gerardo Cordero Lerma,Diputado Propietario,PAN,12/05/1960, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
leticiaamparanogamez,Leticia Amparano Gámez,Diputada Propietario,PAN,20/07/1962, ,Mayoría Relativa, Sonora Distrito: 2 (Nogales) ,Licenciatura,Psicología,LXIII,29/08/2015,31/08/2018
leydifabiolaleyvagarcia,Leydi Fabiola Leyva García,Diputada Propietario,PRI,28/07/1977, México ,Mayoría Relativa, México Distrito: 35 (Tenancingo de Degollado) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
liboriovidalaguilar,Liborio Vidal Aguilar,Diputado Propietario,PRI,27/04/1963, Yucatán ,Mayoría Relativa, Yucatán Distrito: 1 (Valladolid) ,Preparatoria,,LXIII,29/08/2015,31/08/2018
liliaarmindagarciaescobar,Lilia Arminda García Escobar,Diputada Propietario,PAN,03/09/1968, Puebla ,Mayoría Relativa, Puebla Distrito: 8 (Ciudad Serdán) ,Pasante/Licenciatura trunca,Derecho,LXIII,29/08/2015,31/08/2018
lilianaivettemadrigalmendez,Liliana Ivette Madrigal Méndez,Diputada Propietario,PRI,19/04/1979, Tabasco ,Mayoría Relativa, Tabasco Distrito: 4 (Villahermosa) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
lillianzepahuagarcia,Lillian Zepahua García,Diputada Propietario,PRI,14/03/1981, Veracruz ,Mayoría Relativa, Veracruz Distrito: 18 (Zongolica) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
lluviafloressonduk,Lluvia Flores Sonduk,Diputada Propietario,PRD,17/08/1980, Guerrero ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
lorenacoronavaldes,Lorena Corona Valdés,Diputada Propietario,PVEM,16/12/1972, ,Representación Proporcional, Durango Circunscripción: Primera ,Maestría,Administración y contaduría,LXIII,29/08/2015,31/08/2018
lorenadelcarmenalfarogarcia,Lorena del Carmen Alfaro García,Diputada Propietario,PAN,11/08/1973, Guanajuato ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
lucelydelperpetuosocorroalpizarcarrillo,Lucely del Perpetuo Socorro Alpizar Carrillo,Diputada Propietario,PRI,28/11/1953, Yucatán ,Mayoría Relativa, Yucatán Distrito: 2 (Progreso) ,Licenciatura,Ciencias,LXIII,29/08/2015,31/08/2018
luciavirginiamezaguzman,Lucía Virginia Meza Guzmán,Diputada Propietario,Morena,13/12/1975, Morelos ,Mayoría Relativa, Morelos Distrito: 3 (Cuautla) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
luisagustinrodrigueztorres,Luis Agustín Rodríguez Torres,Diputado Propietario,PAN,03/04/1970, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Técnico,Administración y contaduría,LXIII,29/08/2015,31/08/2018
luisalejandroguevaracobos,Luis Alejandro Guevara Cobos,Diputado Propietario,PRI,26/08/1975, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 6 (El Mante) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
luisalfredovallesmendoza,Luis Alfredo Valles Mendoza,Diputado Propietario,Panal,08/07/1961, Durango ,Representación Proporcional, Durango Circunscripción: Primera ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
luisfelipevazquezguerrero,Luis Felipe Vázquez Guerrero,Diputado Propietario,PRI,16/08/1973, México ,Mayoría Relativa, México Distrito: 17 (Ecatepec de Morelos) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
luisfernandoanterovalle,Luis Fernando Antero Valle,Diputado Propietario,PAN,23/12/1972, Distrito Federal ,Representación Proporcional, Colima Circunscripción: Quinta ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
luisgilbertomarronagustin,Luis Gilberto Marrón Agustín,Diputado Propietario,PAN,25/04/1978, Distrito Federal ,Mayoría Relativa, México Distrito: 21 (Naucalpan de Juárez) ,Doctorado,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
luismaldonadovenegas,Luis Maldonado Venegas,Diputado Propietario,PRD,19/11/1956, Veracruz ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
luisdeleonmartinezsanchez,Luis de León Martínez Sánchez,Diputado Propietario,PAN,14/02/1987, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
luzargeliapaniaguafigueroa,Luz Argelia Paniagua Figueroa,Diputada Propietario,PAN,28/02/1955, ,Mayoría Relativa, Baja California Distrito: 2 (Mexicali) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
lialimongarcia,Lía Limón García,Diputada Propietario,PVEM,14/04/1973, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
macedoniosalomontamezguajardo,Macedonio Salomón Tamez Guajardo,Diputado Propietario,MC,10/01/1955, Jalisco ,Mayoría Relativa, Jalisco Distrito: 10 (Zapopan) ,Licenciatura,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
manuelvallejobarragan,Manuel Vallejo Barragán,Diputado Propietario,PRI,09/11/1954, Morelos ,Representación Proporcional, Morelos Circunscripción: Cuarta ,Licenciatura,Ciencias de la salud,LXIII,29/08/2015,31/08/2018
manueldejesusespinobarrientos,Manuel de Jesús Espino Barrientos,Diputado Propietario,Sin Partido,29/11/1959, Durango ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
marbellatoledoibarra,Marbella Toledo Ibarra,Diputada Propietario,MC,05/10/1966, Guerrero ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Humanidades,LXIII,29/08/2015,31/08/2018
marcoantonioaguilaryunes,Marco Antonio Aguilar Yunes,Diputado Propietario,PRI,14/01/1974, Veracruz ,Mayoría Relativa, Veracruz Distrito: 16 (Córdoba) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
marcoantoniogamabasarte,Marco Antonio Gama Basarte,Diputado Propietario,PAN,18/10/1970, ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Maestría,Otra,LXIII,29/08/2015,31/08/2018
marcoantoniogarciaayala,Marco Antonio García Ayala,Diputado Propietario,PRI,24/08/1962, ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
marianaarambulamelendez,Mariana Arámbula Meléndez,Diputada Propietario,PAN,06/10/1980, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
marianabeniteztiburcio,Mariana Benítez Tiburcio,Diputada Propietario,PRI,18/03/1978, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
maricelacontrerasjulian,Maricela Contreras Julián,Diputada Propietario,Morena,15/06/1961, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Humanidades,LXIII,29/08/2015,31/08/2018
maricelaemilseetcheverryaranda,Maricela Emilse Etcheverry Aranda,Diputada Propietario,PRI,20/04/1981, Guanajuato ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Maestría,Otra,LXIII,29/08/2015,31/08/2018
marisolvargasbarcena,Marisol Vargas Bárcena,Diputada Propietario,PAN,27/01/1975, ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
markoantoniocortesmendoza,Marko Antonio Cortés Mendoza,Diputado Propietario,PAN,17/10/1977, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
marthacristinajimenezmarquez,Martha Cristina Jiménez Márquez,Diputada Propietario,PAN,01/03/1972, Chihuahua ,Representación Proporcional, Chihuahua Circunscripción: Primera ,,,LXIII,29/08/2015,31/08/2018
marthahildagonzalezcalderon,Martha Hilda González Calderón,Diputada Propietario,PRI,13/08/1965, ,Mayoría Relativa, México Distrito: 34 (Toluca de Lerdo) ,Doctorado,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
marthalorenacovarrubiasanaya,Martha Lorena Covarrubias Anaya,Diputada Propietario,PRI,22/07/1967, Jalisco ,Mayoría Relativa, Jalisco Distrito: 17 (Jocotepec) ,Preparatoria,,LXIII,29/08/2015,31/08/2018
mariaantoniacardenasmariscal,María Antonia Cárdenas Mariscal,Diputada Propietario,Morena,13/06/1958, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Técnico,,LXIII,29/08/2015,31/08/2018
mariacandelariaochoaavalos,María Candelaria Ochoa Ávalos,Diputada Propietario,MC,02/02/1962, Jalisco ,Mayoría Relativa, Jalisco Distrito: 9 (Guadalajara) ,Doctorado,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
mariacristinateresagarciabravo,María Cristina Teresa García Bravo,Diputada Propietario,PRD,28/03/1965, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 16 (Álvaro Obregón) ,Técnico,,LXIII,29/08/2015,31/08/2018
mariaelidacastelanmondragon,María Elida Castelán Mondragón,Diputada Propietario,PRD,19/06/1979, México ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
mariaeloisatalaverahernandez,María Eloísa Talavera Hernández,Diputada Propietario,PAN,18/03/1964, ,Representación Proporcional, Baja California Circunscripción: Primera ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
mariaestherguadalupecamargofelix,María Esther Guadalupe Camargo Félix,Diputada Propietario,PRI,07/04/1958, Sonora ,Mayoría Relativa, Tamaulipas Distrito: 2 (Reynosa) ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
mariaestherdejesusschermanleaño,María Esther de Jesús Scherman Leaño,Diputada Propietario,PRI,05/01/1957, Jalisco ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
mariaeugeniaocampobedolla,María Eugenia Ocampo Bedolla,Diputada Propietario,Panal,05/06/1967, Morelos ,Representación Proporcional, Morelos Circunscripción: Cuarta ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
mariagarciaperez,María García Pérez,Diputada Propietario,PAN,05/05/1966, Guanajuato ,Mayoría Relativa, Querétaro Distrito: 2 (San Juan del Río) ,Licenciatura,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
mariagloriahernandezmadrid,María Gloria Hernández Madrid,Diputada Propietario,PRI,28/03/1964, Distrito Federal ,Mayoría Relativa, Hidalgo Distrito: 7 (Tepeapulco) ,Maestría,Derecho,LXIII,29/08/2015,31/08/2018
mariaguadalupececiliaromerocastillo,María Guadalupe Cecilia Romero Castillo,Diputada Propietario,PAN,03/10/1952, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
mariaisabelmayapineda,María Isabel Maya Pineda,Diputada Propietario,PRI,02/03/1969, México ,Mayoría Relativa, México Distrito: 16 (Ecatepec de Morelos) ,Licenciatura,Económico-financiera,LXIII,29/08/2015,31/08/2018
marialuisabeltranreyes,María Luisa Beltrán Reyes,Diputada Propietario,PRD,25/01/1974, Colima ,Representación Proporcional, Colima Circunscripción: Quinta ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
marialuisasanchezmeza,María Luisa Sánchez Meza,Diputada Propietario,PAN,09/04/1974, Baja California ,Mayoría Relativa, Baja California Distrito: 6 (Tijuana) ,Pasante/Licenciatura trunca,Administración y contaduría,LXIII,29/08/2015,31/08/2018
mariamonserrathsobreyrasantos,María Monserrath Sobreyra Santos,Diputada Propietario,PRI,15/03/1993, México ,Mayoría Relativa, México Distrito: 4 (Nicolás Romero) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
mariasoledadsandovalmartinez,María Soledad Sandoval Martínez,Diputada Propietario,PRI,28/09/1963, Chiapas ,Mayoría Relativa, Chiapas Distrito: 5 (San Cristóbal de las Casas) ,Secundaria,,LXIII,29/08/2015,31/08/2018
mariaveronicaagundisestrada,María Verónica Agundis Estrada,Diputada Propietario,PAN,14/06/1967, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 2 (San Miguel de Allende) ,Pasante/Licenciatura trunca,Psicología,LXIII,29/08/2015,31/08/2018
mariadelapazquiñonescornejo,María de la Paz Quiñones Cornejo,Diputada Propietario,PRI,24/02/1956, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 26 (Magdalena Contreras) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
mariadelosangelesrodriguezaguirre,María de los Ángeles Rodríguez Aguirre,Diputada Propietario,PAN,07/04/1971, Distrito Federal ,Mayoría Relativa, San Luis Potosí Distrito: 5 (San Luis Potosí) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
mariadelcarmenpinetevargas,María del Carmen Pinete Vargas,Diputada Propietario,PRI,29/08/1960, Veracruz ,Mayoría Relativa, Veracruz Distrito: 2 (Tantoyuca) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
mariadelrosariorodriguezrubio,María del Rosario Rodríguez Rubio,Diputada Propietario,PAN,22/02/1960, Baja California ,Mayoría Relativa, Baja California Distrito: 7 (Mexicali) ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
mariaavilaserna,María Ávila Serna,Diputada Propietario,PVEM,12/03/1973, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 3 (Ciudad Juárez) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
melissatorressandoval,Melissa Torres Sandoval,Diputada Propietario,Panal,03/02/1984, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Comunicación,LXIII,29/08/2015,31/08/2018
mercedesdelcarmenguillenvicente,Mercedes del Carmen Guillén Vicente,Diputada Propietario,PRI,05/06/1954, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 8 (Tampico) ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
miguelangelgonzalezsalum,Miguel Ángel González Salum,Diputado Propietario,PRI,08/12/1967, ,Mayoría Relativa, Tamaulipas Distrito: 5 (Ciudad Victoria) ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
miguelangelhuepaperez,Miguel Ángel Huepa Pérez,Diputado Propietario,PAN,15/11/1975, Puebla ,Mayoría Relativa, Puebla Distrito: 10 (Cholula de Rivadavia) ,Licenciatura,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
miguelangelsalimalle,Miguel Ángel Salim Alle,Diputado Propietario,PAN,13/01/1957, Veracruz ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
miguelangelsedascastro,Miguel Ángel Sedas Castro,Diputado Propietario,PVEM,25/03/1970, ,Mayoría Relativa, Veracruz Distrito: 13 (Huatusco) ,Pasante/Licenciatura trunca,Derecho,LXIII,29/08/2015,31/08/2018
miguelangelsulubcaamal,Miguel Ángel Sulub Caamal,Diputado Propietario,PRI,01/09/1977, Campeche ,Mayoría Relativa, Campeche Distrito: 1 (Campeche) ,Maestría,Económico-financiera,LXIII,29/08/2015,31/08/2018
minervahernandezramos,Minerva Hernández Ramos,Diputada Propietario,PAN,15/09/1969, Tlaxcala ,Representación Proporcional, México Circunscripción: Quinta ,Doctorado,Económico-financiera,LXIII,29/08/2015,31/08/2018
miriamdennisibarrarangel,Miriam Dennis Ibarra Rangel,Diputada Propietario,PRI,02/07/1981, Aguascalientes ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Maestría,Ciencias de la educación,LXIII,29/08/2015,31/08/2018
modestafuentesalonso,Modesta Fuentes Alonso,Diputada Propietario,Morena,16/02/1959, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Primaria,,LXIII,29/08/2015,31/08/2018
montserrataliciaarcosvelazquez,Montserrat Alicia Arcos Velázquez,Diputada Propietario,PRI,05/06/1982, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
nadiahaydeevegaolivas,Nadia Haydee Vega Olivas,Diputada Propietario,PAN,29/09/1976, Sinaloa ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Maestría,Arquitectura y diseño,LXIII,29/08/2015,31/08/2018
nancyguadalupesanchezarredondo,Nancy Guadalupe Sánchez Arredondo,Diputada Propietario,PRI,12/02/1965, Sinaloa ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Otra,LXIII,29/08/2015,31/08/2018
nellydelcarmenmarquezzapata,Nelly del Carmen Márquez Zapata,Diputada Propietario,PAN,26/05/1964, Yucatán ,Representación Proporcional, Campeche Circunscripción: Tercera ,Licenciatura,Administración y contaduría,LXIII,29/08/2015,31/08/2018
noemizoilaguzmanlagunes,Noemí Zoila Guzmán Lagunes,Diputada Propietario,PRI,08/05/1954, Veracruz ,Mayoría Relativa, Veracruz Distrito: 9 (Coatepec) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
noralilianaoropezaolguin,Nora Liliana Oropeza Olguin,Diputada Propietario,PRI,28/04/1968, Hidalgo ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Pasante/Licenciatura trunca,Derecho,LXIII,29/08/2015,31/08/2018
normarocionahlegarcia,Norma Rocío Nahle García,Diputada Propietario,Morena,14/04/1964, Zacatecas ,Mayoría Relativa, Veracruz Distrito: 11 (Coatzacoalcos) ,Licenciatura,Ingeniería,LXIII,29/08/2015,31/08/2018
olgacatalanpadilla,Olga Catalán Padilla,Diputada Propietario,PRD,20/08/1984, México ,Mayoría Relativa, México Distrito: 29 (Ciudad Nezahualcóyotl) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
omarnoebernardinovargas,Omar Noé Bernardino Vargas,Diputado Propietario,PVEM,25/10/1979, Distrito Federal ,Mayoría Relativa, Michoacán Distrito: 12 (Apatzingán de la Constitución) ,Licenciatura,Otra,LXIII,29/08/2015,31/08/2018
omarortegaalvarez,Omar Ortega Álvarez,Diputado Propietario,PRD,14/09/1970, Jalisco ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
oswaldoguillermochazaromontalvo,Oswaldo Guillermo Cházaro Montalvo,Diputado Propietario,PRI,08/11/1956, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Secundaria,,LXIII,29/08/2015,31/08/2018
otnielgarcianavarro,Otniel García Navarro,Diputado Propietario,Morena,10/09/1976, Durango ,Mayoría Relativa, Durango Distrito: 1 (Victoria de Durango) ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
pablobedollalopez,Pablo Bedolla López,Diputado Propietario,PRI,29/06/1955, Baja California ,Mayoría Relativa, México Distrito: 11 (Ecatepec de Morelos) ,Doctorado,Ciencias políticas y sociales,LXIII,29/08/2015,31/08/2018
patriciasanchezcarrillo,Patricia Sánchez Carrillo,Diputada Propietario,PAN,27/03/1952, Yucatán ,Representación Proporcional, Quintana Roo Circunscripción: Tercera ,Licenciatura,Derecho,LXIII,29/08/2015,31/08/2018
pedroalbertosalazarmuciño,Pedro Alberto Salazar Muciño,Diputado Propietario,PRI,08/04/1949, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Otra,LXIII,29/08/2015,31/08/2018
