CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
GOCA,Cesar Amin Gonzalez Orantes,Diputado Propietario,PRI,01/04/1961, Chiapas ,Mayoría Relativa, Chiapas Distrito: 11 (Huixtla) ,,,LIX,29/08/2003,31/08/2006
CCCA,Cesar Antonio Chavez Castillo,Diputado Propietario,PRD,31/12/1951, Distrito Federal ,Representación Proporcional, N/A ,Maestría,Económico-financiera,LIX,29/08/2003,31/08/2006
CGCA,Cesar Augusto Carrasco Gomez,Diputado Suplente,PRI,01/01/1900, ,Mayoría Relativa, Oaxaca Distrito: 7 (Juchitán de Zaragoza) ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
CQCO,Cesar Octavio Camacho Quiroz,Senador Propietario,PRI,14/02/1959, México ,Primera Minoría, México ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
OZCR,Cesar Raul Ojeda Zubieta,Senador Propietario,PRD,20/07/1952, Tabasco ,Primera Minoría, Tabasco ,,,LIX,29/08/2003,31/08/2006
OHD,Daniel Ordoñez Hernandez,Diputado Propietario,PRD,13/06/1968, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 14 (Iztacalco) ,,,LIX,29/08/2003,31/08/2006
AGDR,Daniel Raul Arevalo Gallegos,Diputado Suplente,PRI,21/05/1962, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,,,LIX,29/08/2003,31/08/2006
FMD,David Ferreyra Martinez,Diputado Propietario,PRD,20/09/1973, Distrito Federal ,Mayoría Relativa, México Distrito: 28 (Nezahualcóyotl) ,,,LIX,29/08/2003,31/08/2006
HPD,David Hernandez Perez,Diputado Propietario,PRI,30/03/1960, Jalisco ,Mayoría Relativa, Jalisco Distrito: 16 (Tlaquepaque) ,Pasante/Licenciatura trunca,Psicología,LIX,29/08/2003,31/08/2006
SdlTDJ,Demetrio Javier Sodi de la Tijera,Senador Propietario,Ind.,25/09/1944, Distrito Federal ,Primera Minoría, Distrito Federal ,,,LIX,29/08/2003,31/08/2006
FdCRD,Diego Fernandez de Cevallos Ramos,Senador Propietario,PAN,16/03/1941, Distrito Federal ,Representación Proporcional, Querétaro ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
PAD,Diego Palmero Andrade,Diputado Propietario,PAN,27/01/1951, ,Mayoría Relativa, Veracruz Distrito: 17 (Cosamaloapan) ,,,LIX,29/08/2003,31/08/2006
GBDH,Diva Hadamira Gastelum Bajo,Diputada Propietario,PRI,30/07/1961, Sinaloa ,Representación Proporcional, N/A ,Maestría,Derecho,LIX,29/08/2003,31/08/2006
GZDdC,Dolores del Carmen Gutierrez Zurita,Diputada Propietario,PRD,07/10/1963, Tabasco ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
SRDM,Dulce Maria Sauri Riancho,Senadora Propietario,PRI,14/08/1951, Yucatán ,Representación Proporcional, Yucatán ,Licenciatura,Ciencias políticas y sociales,LIX,29/08/2003,31/08/2006
GRE,Edelmira Gutierrez Rios,Diputada Propietario,PAN,05/02/1963, ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
TBE,Edgar Torres Baltazar,Diputado Propietario,PRD,25/07/1965, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 6 (Gustavo A. Madero) ,,,LIX,29/08/2003,31/08/2006
VMEG,Edmundo Gregorio Valencia Monterrubio,Diputado Propietario,PAN,18/11/1946, ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
SHEA,Eduardo Alfonso Sanchez Hernandez,Diputado Propietario,Ind.,30/10/1946, Veracruz ,Mayoría Relativa, Veracruz Distrito: 3 (Tuxpan de Rodríguez Cano) ,,,LIX,29/08/2003,31/08/2006
OME,Eduardo Ovando Martinez,Senador Propietario,PRI,13/10/1955, Quintana Roo ,Mayoría Relativa, Quintana Roo ,,,LIX,29/08/2003,31/08/2006
GLE,Eliana Garcia Laguna,Diputada Propietario,PRD,21/02/1958, ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
YREO,Elizabeth Oswelia Yañez Robles,Diputada Propietario,PAN,29/09/1945, Coahuila ,Mayoría Relativa, Guanajuato Distrito: 12 (Celaya) ,,,LIX,29/08/2003,31/08/2006
TdlCE,Elpidio Tovar de la Cruz,Diputado Propietario,PRD,06/04/1949, Nuevo León ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
OME,Elsa Obrajero Montes,Diputada Suplente,PRD,01/01/1900, ,Mayoría Relativa, Distrito Federal Distrito: 20 (Iztapalapa) ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LIX,29/08/2003,31/08/2006
MBEM,Elias Miguel Moreno Brizuela,Senador Propietario,PRD,23/09/1957, Veracruz ,Representación Proporcional, Veracruz ,Doctorado,Ciencias de la salud,LIX,29/08/2003,31/08/2006
GBEP,Emilia Patricia Gomez Bravo,Senadora Propietario,PVEM,06/10/1954, Distrito Federal ,Mayoría Relativa, Distrito Federal ,Licenciatura,Ciencias políticas y sociales,LIX,29/08/2003,31/08/2006
RHEV,Emiliano Vladimir Ramos Hernandez,Diputado Suplente,PRD,28/03/1979, Quintana Roo ,Representación Proporcional, Campeche Circunscripción: Tercera ,Preparatoria,,LIX,29/08/2003,31/08/2006
GPEA,Emilio Antonio Gamboa Patron,Senador Propietario,PRI,23/08/1950, Distrito Federal ,Representación Proporcional, Distrito Federal ,,,LIX,29/08/2003,31/08/2006
BRE,Emilio Badillo Ramirez,Diputado Propietario,PRI,22/09/1950, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 1 (Huejutla de Reyes) ,Pasante/Licenciatura trunca,Ingeniería,LIX,29/08/2003,31/08/2006
CCE,Emilio Chuayffet Chemor,Diputado Propietario,PRI,03/10/1951, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
SJE,Emilio Serrano Jimenez,Diputado Propietario,PRD,21/05/1950, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 13 (Iztacalco) ,,,LIX,29/08/2003,31/08/2006
EAEA,Enrique Ariel Escalante Arceo,Diputado Propietario,PRI,23/05/1969, Campeche ,Mayoría Relativa, Campeche Distrito: 1 (Campeche) ,Maestría,Económico-financiera,LIX,29/08/2003,31/08/2006
BGE,Enrique Burgos Garcia,Diputado Propietario,PRI,20/04/1946, Querétaro ,Representación Proporcional, N/A ,Doctorado,Derecho,LIX,29/08/2003,31/08/2006
TCE,Enrique Torres Cuadros,Diputado Propietario,PRD,26/07/1957, Michoacán ,Mayoría Relativa, Michoacán Distrito: 2 (Puruandiro) ,,,LIX,29/08/2003,31/08/2006
RBEL,Eric Luis Rubio Barthell,Senador Propietario,PRI,30/06/1950, Distrito Federal ,Mayoría Relativa, Yucatán ,,,LIX,29/08/2003,31/08/2006
SSEA,Erick Agustin Silva Santos,Diputado Suplente,PRI,13/01/1970, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 4 (Matamoros) ,Licenciatura,Ingeniería,LIX,29/08/2003,31/08/2006
ATE,Ernesto Alarcon Trujillo,Diputado Propietario,PRI,11/03/1956, Veracruz ,Mayoría Relativa, Veracruz Distrito: 9 (Perote) ,Maestría,Ciencias políticas y sociales,LIX,29/08/2003,31/08/2006
HTE,Ernesto Herrera Tovar,Diputado Propietario,PAN,19/05/1972, ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
ÁCEM,Esteban Miguel Angeles Ceron,Senador Propietario,PRI,08/02/1946, Hidalgo ,Mayoría Relativa, Hidalgo ,Licenciatura,Económico-financiera,LIX,29/08/2003,31/08/2006
VGE,Esteban Valenzuela Garcia,Diputado Propietario,PRI,02/09/1948, ,Mayoría Relativa, Sinaloa Distrito: 2 (Los Mochis) ,,,LIX,29/08/2003,31/08/2006
PBEdJ,Esthela de Jesus Ponce Beltran,Diputada Propietario,PRI,27/08/1964, Baja California Sur ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
MCCE,Eugenio Mier y Concha Campos,Diputado Propietario,PRI,25/12/1949, Tabasco ,Mayoría Relativa, Tabasco Distrito: 4 (Villahermosa) ,,,LIX,29/08/2003,31/08/2006
PZE,Evangelina Perez Zaragoza,Diputada Propietario,PAN,02/08/1950, Michoacán ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
SUE,Evelia Sandoval Urban,Diputada Propietario,Ind.,20/11/1964, Oaxaca ,Mayoría Relativa, Jalisco Distrito: 13 (Guadalajara) ,Profesor Normalista,,LIX,29/08/2003,31/08/2006
HAF,Fauzi Hamdan Amad,Senador Propietario,PAN,17/04/1943, Distrito Federal ,Representación Proporcional, Distrito Federal ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
BGF,Federico Barbosa Gutierrez,Diputado Propietario,PRI,27/04/1952, Tlaxcala ,Mayoría Relativa, Tlaxcala Distrito: 3 (Chiautempan) ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
DCF,Federico Döring Casar,Diputado Propietario,PAN,13/03/1971, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 15 (Benito Juárez) ,,,LIX,29/08/2003,31/08/2006
MSF,Felipe Medina Santos,Diputado Propietario,PRI,27/12/1948, México ,Mayoría Relativa, México Distrito: 33 (Chalco de Díaz Covarrubias) ,,,LIX,29/08/2003,31/08/2006
DGFdJ,Felipe de Jesus Diaz Gonzalez,Diputado Propietario,PAN,09/02/1965, ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
VÁFdJ,Felipe de Jesus Vicencio Alvarez,Senador Propietario,PAN,26/12/1959, Distrito Federal ,Mayoría Relativa, Jalisco ,Licenciatura,Humanidades,LIX,29/08/2003,31/08/2006
TFF,Fermin Trujillo Fuentes,Diputado Propietario,PRI,18/09/1966, Sonora ,Mayoría Relativa, Sonora Distrito: 2 (Magdalena de Kino) ,Maestría,Ciencias de la educación,LIX,29/08/2003,31/08/2006
GCFA,Fernando Alberto Garcia Cuevas,Diputado Propietario,PRI,02/04/1953, Distrito Federal ,Mayoría Relativa, México Distrito: 2 (Zumpango de Ocampo) ,,,LIX,29/08/2003,31/08/2006
GPPFA,Fernando Antonio Guzman Perez Pelaez,Diputado Propietario,PAN,25/01/1956, Distrito Federal ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
EAF,Fernando Espino Arevalo,Diputado Propietario,PVEM,22/02/1949, Michoacán ,Representación Proporcional, N/A ,Maestría,Administración y contaduría,LIX,29/08/2003,31/08/2006
FGF,Fernando Fernandez Garcia,Diputado Propietario,PRI,21/12/1954, Puebla ,Mayoría Relativa, México Distrito: 12 (Texcoco de Mora) ,,,LIX,29/08/2003,31/08/2006
GEF,Fernando Gomez Esparza,Senador Propietario,PRI,21/08/1953, Aguascalientes ,Primera Minoría, Aguascalientes ,,,LIX,29/08/2003,31/08/2006
MBF,Fernando Margain Berlanga,Senador Propietario,PAN,14/02/1952, Nuevo León ,Mayoría Relativa, Nuevo León ,Maestría,Derecho,LIX,29/08/2003,31/08/2006
AdLFU,Fernando Ulises Adame de Leon,Diputado Propietario,PRI,27/06/1959, Durango ,Mayoría Relativa, Durango Distrito: 3 (Lerdo) ,Doctorado,Agropecuaria y zootecnia,LIX,29/08/2003,31/08/2006
ÁMF,Fernando Alvarez Monje,Diputado Propietario,PAN,04/02/1968, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 5 (Delicias) ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
MCFR,Fidel Rene Meza Cabrera,Diputado Propietario,Ind.,12/11/1943, Puebla ,Mayoría Relativa, Puebla Distrito: 1 (Huauchinango) ,,,LIX,29/08/2003,31/08/2006
ASPFP,Filemon Primitivo Arcos Suarez Peredo,Diputado Propietario,PRI,10/06/1945, Veracruz ,Representación Proporcional, N/A ,Pasante/Licenciatura trunca,Arquitectura y diseño,LIX,29/08/2003,31/08/2006
MRF,Filomena Margaiz Ramirez,Senadora Suplente,PAN,29/11/1968, Guanajuato ,Mayoría Relativa, Guanajuato ,Maestría,Económico-financiera,LIX,29/08/2003,31/08/2006
CGF,Florencio Collazo Gomez,Diputado Propietario,PRI,01/03/1964, Chiapas ,Mayoría Relativa, Chiapas Distrito: 5 (San Cristóbal de las Casas) ,,,LIX,29/08/2003,31/08/2006
DOF,Florentino Dominguez Ordoñez,Diputado Propietario,PRI,16/10/1962, Tlaxcala ,Mayoría Relativa, Tlaxcala Distrito: 2 (Tlaxcala) ,,,LIX,29/08/2003,31/08/2006
AVFA,Francisco Agustin Arroyo Vieyra,Diputado Propietario,PRI,16/04/1959, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 4 (Guanajuato) ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
ERFA,Francisco Amadeo Espinosa Ramos,Diputado Propietario,PT,01/04/1954, Chiapas ,Representación Proporcional, Campeche Circunscripción: Tercera ,Pasante/Licenciatura trunca,Ciencias de la educación,LIX,29/08/2003,31/08/2006
FGFA,Francisco Antonio Fraile Garcia,Senador Propietario,PAN,19/09/1948, Oaxaca ,Primera Minoría, Puebla ,Maestría,Administración y contaduría,LIX,29/08/2003,31/08/2006
BTF,Francisco Barrio Terrazas,Diputado Propietario,PAN,25/11/1950, Chihuahua ,Representación Proporcional, Chihuahua Circunscripción: Segunda ,Maestría,Administración y contaduría,LIX,29/08/2003,31/08/2006
BMF,Francisco Bojorquez Mungaray,Senador Suplente,PRI,02/08/1935, Sonora ,Primera Minoría, Sonora ,,,LIX,29/08/2003,31/08/2006
CVF,Francisco Chavarria Valdeolivar,Diputado Propietario,PRD,02/04/1954, Guerrero ,Mayoría Relativa, Guerrero Distrito: 3 (José Azueta) ,Maestría,Ciencias de la educación,LIX,29/08/2003,31/08/2006
FCFC,Francisco Cuauhtemoc Frias Castro,Diputado Propietario,PRI,09/01/1950, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 1 (El Fuerte) ,,,LIX,29/08/2003,31/08/2006
DAF,Francisco Diego Aguilar,Diputado Suplente,PRD,12/06/1972, ,Mayoría Relativa, Distrito Federal Distrito: 22 (Iztapalapa) ,Licenciatura,Ciencias políticas y sociales,LIX,29/08/2003,31/08/2006
FdCUF,Francisco Fernandez de Cevallos y Urueta,Senador Propietario,PAN,04/07/1947, Querétaro ,Mayoría Relativa, Querétaro ,,,LIX,29/08/2003,31/08/2006
FGF,Francisco Flores Gonzalez,Diputado Suplente,PAN,01/01/1900, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
GPF,Francisco Grajales Palacios,Diputado Propietario,PRI,18/08/1956, Chiapas ,Mayoría Relativa, Chiapas Distrito: 7 (Tonalá) ,,,LIX,29/08/2003,31/08/2006
HLF,Francisco Herrera Leon,Diputado Propietario,PRI,16/09/1966, Tabasco ,Mayoría Relativa, Tabasco Distrito: 1 (Frontera) ,,,LIX,29/08/2003,31/08/2006
LMLFI,Francisco Isaias Lemus Muñoz Ledo,Diputado Propietario,PAN,23/02/1961, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 10 (Apaseo el Grande) ,,,LIX,29/08/2003,31/08/2006
BCFJ,Francisco Javier Bravo Carbajal,Diputado Propietario,PRI,18/02/1967, Jalisco ,Mayoría Relativa, Jalisco Distrito: 5 (Puerto Vallarta) ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
CSFJ,Francisco Javier Carrillo Soberon,Diputado Propietario,PRD,10/08/1951, México ,Mayoría Relativa, Distrito Federal Distrito: 5 (Azcapotzalco) ,Licenciatura,Arquitectura y diseño,LIX,29/08/2003,31/08/2006
LAFJ,Francisco Javier Lara Arano,Diputado Propietario,PAN,09/06/1959, ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
OEFJ,Francisco Javier Obregon Espinoza,Diputado Propietario,PRD,28/01/1958, Baja California Sur ,Mayoría Relativa, Baja California Sur Distrito: 1 (Santa Rosalía) ,,,LIX,29/08/2003,31/08/2006
SPFJ,Francisco Javier Saucedo Perez,Diputado Propietario,PRD,24/04/1955, Jalisco ,Mayoría Relativa, Distrito Federal Distrito: 12 (Cuauhtémoc) ,,,LIX,29/08/2003,31/08/2006
VdAFJ,Francisco Javier Valdes de Anda,Diputado Propietario,PAN,19/10/1956, ,Mayoría Relativa, Aguascalientes Distrito: 2 (Aguascalientes) ,,,LIX,29/08/2003,31/08/2006
RGFJ,Francisco Jose Rojas Gutierrez,Diputado Propietario,PRI,15/09/1944, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,,,LIX,29/08/2003,31/08/2006
ÁCFJ,Francisco Juan Avila Camberos,Diputado Propietario,PAN,13/12/1948, Veracruz ,Mayoría Relativa, Veracruz Distrito: 12 (Veracruz) ,Licenciatura,Ingeniería,LIX,29/08/2003,31/08/2006
MRFL,Francisco Luis Monarrez Rincon,Diputado Propietario,PRI,05/08/1950, Durango ,Mayoría Relativa, Durango Distrito: 1 (Santiago Papasquiaro) ,,,LIX,29/08/2003,31/08/2006
MCF,Francisco Mora Cipres,Diputado Propietario,PRD,16/07/1961, ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
SDF,Francisco Suarez y Davila,Diputado Propietario,PRI,20/04/1943, Distrito Federal ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
AVFX,Francisco Xavier Alvarado Villazon,Diputado Propietario,PVEM,23/09/1978, ,Representación Proporcional, N/A ,Licenciatura,Económico-financiera,LIX,29/08/2003,31/08/2006
LMFX,Francisco Xavier Lopez Mena,Diputado Propietario,PAN,15/08/1953, ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
RdRG,Gabriela Ruiz del Rincon,Diputada Propietario,PAN,07/05/1956, Sinaloa ,Representación Proporcional, N/A ,Maestría,Comunicación,LIX,29/08/2003,31/08/2006
ÁRG,Gaspar Avila Rodriguez,Diputado Propietario,PRI,06/01/1946, México ,Mayoría Relativa, México Distrito: 5 (Teotihuacan) ,Pasante/Licenciatura trunca,Económico-financiera,LIX,29/08/2003,31/08/2006
MFG,Gelacio Montiel Fuentes,Diputado Propietario,PRD,21/11/1961, Tlaxcala ,Mayoría Relativa, Tlaxcala Distrito: 1 (Apizaco) ,,,LIX,29/08/2003,31/08/2006
MLGI,Gema Isabel Martinez Lopez,Diputada Propietario,PRI,28/11/1950, Distrito Federal ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
BEG,Genaro Borrego Estrada,Senador Propietario,Ind.,28/02/1949, Zacatecas ,Mayoría Relativa, Zacatecas ,Licenciatura,Ciencias políticas y sociales,LIX,29/08/2003,31/08/2006
TZG,Georgina Trujillo Zentella,Senadora Propietario,PRI,17/12/1962, Distrito Federal ,Mayoría Relativa, Tabasco ,Licenciatura,Administración y contaduría,LIX,29/08/2003,31/08/2006
BSG,Gerardo Buganza Salmeron,Senador Propietario,PAN,24/05/1956, Veracruz ,Primera Minoría, Veracruz ,Maestría,Ciencias políticas y sociales,LIX,29/08/2003,31/08/2006
MIG,Gerardo Montenegro Ibarra,Diputado Propietario,PRI,10/01/1966, Nayarit ,Mayoría Relativa, Nayarit Distrito: 2 (Tepic) ,,,LIX,29/08/2003,31/08/2006
UPG,Gerardo Ulloa Perez,Diputado Propietario,PRD,29/10/1965, Chiapas ,Mayoría Relativa, México Distrito: 30 (Nezahualcóyotl) ,,,LIX,29/08/2003,31/08/2006
MCG,German Martinez Cazares,Diputado Propietario,PAN,20/06/1967, Michoacán ,Representación Proporcional, N/A ,Doctorado,Derecho,LIX,29/08/2003,31/08/2006
SSG,German Sierra Sanchez,Senador Propietario,PRI,27/09/1956, Puebla ,Mayoría Relativa, Puebla ,,,LIX,29/08/2003,31/08/2006
GVG,Gildardo Gomez Veronica,Senador Propietario,PAN,24/07/1942, Jalisco ,Mayoría Relativa, Jalisco ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
OMGG,Giovanna Guiomara Ortega Millet,Diputada Suplente,PRI,01/01/1900, ,Representación Proporcional, Campeche Circunscripción: Tercera ,,,LIX,29/08/2003,31/08/2006
LSGJ,Gisela Juliana Lara Saldaña,Diputada Propietario,PAN,18/09/1956, ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
LMGÁB,Gloria Angela Bertha Lavara Mejia,Senadora Propietario,PVEM,09/12/1971, Distrito Federal ,Representación Proporcional, Distrito Federal ,Licenciatura,Otra,LIX,29/08/2003,31/08/2006
AMG,Gonzalo Aleman Migliolo,Diputado Propietario,PRI,10/05/1945, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 7 (Ciudad Madero) ,Licenciatura,Derecho,LIX,29/08/2003,31/08/2006
GVG,Gonzalo Guizar Valladares,Diputado Propietario,PRI,27/04/1961, Veracruz ,Mayoría Relativa, Veracruz Distrito: 22 (Coatzacoalcos) ,,,LIX,29/08/2003,31/08/2006
MAG,Gonzalo Moreno Arevalo,Diputado Propietario,PRI,21/08/1958, ,Mayoría Relativa, Jalisco Distrito: 6 (Zapopan) ,,,LIX,29/08/2003,31/08/2006
RAG,Gonzalo Rodriguez Anaya,Diputado Propietario,PRI,21/10/1942, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 3 (Atotonilco el Grande) ,,,LIX,29/08/2003,31/08/2006
LRG,Graciela Larios Rivas,Diputada Propietario,PRI,10/02/1950, Colima ,Representación Proporcional, Colima Circunscripción: Primera ,,,LIX,29/08/2003,31/08/2006
DVRG,Guillermo Del Valle Reyes,Diputado Propietario,PRI,28/02/1964, Oaxaca ,Mayoría Relativa, Morelos Distrito: 3 (Cuautla) ,,,LIX,29/08/2003,31/08/2006
TSGEM,Guillermo Enrique Marcos Tamborrel Suarez,Diputado Propietario,PAN,25/04/1960, Distrito Federal ,Mayoría Relativa, Querétaro Distrito: 3 (Querétaro) ,,,LIX,29/08/2003,31/08/2006
HPG,Guillermo Herbert Perez,Senador Propietario,PAN,10/02/1934, Querétaro ,Mayoría Relativa, Querétaro ,Maestría,Ciencias de la educación,LIX,29/08/2003,31/08/2006
HCG,Guillermo Huizar Carranza,Diputado Propietario,PRD,25/06/1961, Zacatecas ,Mayoría Relativa, Zacatecas Distrito: 1 (Fresnillo) ,,,LIX,29/08/2003,31/08/2006
MNG,Guillermo Martinez Nolasco,Diputado Propietario,PRI,21/08/1939, Sinaloa ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
VRG,Guillermo Velasco Rodriguez,Diputado Propietario,PVEM,01/01/1977, ,Representación Proporcional, Guerrero Circunscripción: Quinta ,,,LIX,29/08/2003,31/08/2006
ZFG,Guillermo Zorrilla Fernandez,Diputado Propietario,PRI,09/05/1963, Veracruz ,Mayoría Relativa, Veracruz Distrito: 7 (Martínez de la Torre) ,,,LIX,29/08/2003,31/08/2006
DUAGA,Gustavo Adolfo De Unanue Aguirre,Diputado Propietario,PAN,17/10/1973, Puebla ,Mayoría Relativa, Sonora Distrito: 5 (Hermosillo) ,,,LIX,29/08/2003,31/08/2006
MMGE,Gustavo Enrique Madero Muñoz,Diputado Propietario,PAN,16/12/1955, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 6 (Chihuahua) ,,,LIX,29/08/2003,31/08/2006
MRG,Gustavo Moreno Ramos,Diputado Propietario,Ind.,02/08/1948, Veracruz ,Mayoría Relativa, Veracruz Distrito: 8 (Misantla) ,,,LIX,29/08/2003,31/08/2006
ZGG,Gustavo Zanatta Gasperin,Diputado Suplente,PRI,28/01/1951, ,Mayoría Relativa, Oaxaca Distrito: 1 (San Juan Bautista Tuxtepec) ,Pasante/Licenciatura trunca,Humanidades,LIX,29/08/2003,31/08/2006
ORHE,Heriberto Enrique Ortega Ramirez,Diputado Suplente,PRI,16/07/1954, México ,Mayoría Relativa, México Distrito: 1 (Atlacomulco de Fabela) ,Licenciatura,Agropecuaria y zootecnia,LIX,29/08/2003,31/08/2006
CCH,Hidalgo Contreras Covarrubias,Diputado Propietario,PAN,27/12/1969, Baja California ,Mayoría Relativa, Baja California Distrito: 1 (Mexicali) ,,,LIX,29/08/2003,31/08/2006
DRH,Homero Diaz Rodriguez,Diputado Propietario,PRI,12/04/1959, Tamaulipas ,Representación Proporcional, N/A ,,,LIX,29/08/2003,31/08/2006
